open,close,high,low,value,volume,begin,end,datetime
224.2,224.4,224.4,224.2,51593.5,230,2025-09-09 09:48:00,2025-09-09 09:48:59,2025-09-09 09:48:00
224.4,224.3,224.4,224.3,56090.0,250,2025-09-09 09:49:00,2025-09-09 09:49:59,2025-09-09 09:49:00
224.3,224.3,224.35,224.3,15701.5,70,2025-09-09 09:50:00,2025-09-09 09:50:59,2025-09-09 09:50:00
224.3,224.4,224.4,224.3,24674.0,110,2025-09-09 09:51:00,2025-09-09 09:51:59,2025-09-09 09:51:00
224.45,224.5,224.5,224.45,15714.5,70,2025-09-09 09:52:00,2025-09-09 09:52:59,2025-09-09 09:52:00
224.5,224.3,224.5,224.3,78571.0,350,2025-09-09 09:53:00,2025-09-09 09:53:59,2025-09-09 09:53:00
224.45,224.45,224.45,224.45,8978.0,40,2025-09-09 09:54:00,2025-09-09 09:54:59,2025-09-09 09:54:00
224.45,224.3,224.45,224.3,31406.5,140,2025-09-09 09:55:00,2025-09-09 09:55:59,2025-09-09 09:55:00
224.45,224.45,224.45,224.45,2244.5,10,2025-09-09 09:56:00,2025-09-09 09:56:59,2025-09-09 09:56:00
224.3,224.45,224.45,224.3,22435.5,100,2025-09-09 09:57:00,2025-09-09 09:57:59,2025-09-09 09:57:00
224.45,224.45,224.45,224.45,2244.5,10,2025-09-09 09:58:00,2025-09-09 09:58:59,2025-09-09 09:58:00
224.3,224.45,224.45,224.3,6732.0,30,2025-09-09 09:59:00,2025-09-09 09:59:59,2025-09-09 09:59:00
224.45,224.35,224.5,224.3,121196.0,540,2025-09-09 10:00:00,2025-09-09 10:00:59,2025-09-09 10:00:00
224.5,224.4,224.5,224.4,882284.0,3930,2025-09-09 10:01:00,2025-09-09 10:01:59,2025-09-09 10:01:00
224.4,224.4,224.5,224.35,1047842.5,4670,2025-09-09 10:02:00,2025-09-09 10:02:59,2025-09-09 10:02:00
224.4,224.45,224.45,224.35,307458.5,1370,2025-09-09 10:03:00,2025-09-09 10:03:59,2025-09-09 10:03:00
224.35,224.35,224.45,224.35,401614.5,1790,2025-09-09 10:04:00,2025-09-09 10:04:59,2025-09-09 10:04:00
224.35,224.35,224.35,224.35,13461.0,60,2025-09-09 10:05:00,2025-09-09 10:05:59,2025-09-09 10:05:00
224.45,224.1,224.45,224.05,3214975.5,14340,2025-09-09 10:06:00,2025-09-09 10:06:59,2025-09-09 10:06:00
224.1,224.25,224.25,224.1,40353.0,180,2025-09-09 10:07:00,2025-09-09 10:07:59,2025-09-09 10:07:00
224.1,224.05,224.2,224.05,31375.0,140,2025-09-09 10:08:00,2025-09-09 10:08:59,2025-09-09 10:08:00
224.05,224.15,224.15,224.0,1863796.0,8320,2025-09-09 10:09:00,2025-09-09 10:09:59,2025-09-09 10:09:00
224.15,224.15,224.15,224.15,13449.0,60,2025-09-09 10:10:00,2025-09-09 10:10:59,2025-09-09 10:10:00
224.15,224.15,224.15,224.05,51535.5,230,2025-09-09 10:11:00,2025-09-09 10:11:59,2025-09-09 10:11:00
224.1,224.15,224.15,224.1,20173.0,90,2025-09-09 10:12:00,2025-09-09 10:12:59,2025-09-09 10:12:00
224.2,224.25,224.35,224.2,410464.5,1830,2025-09-09 10:13:00,2025-09-09 10:13:59,2025-09-09 10:13:00
224.3,224.35,224.35,224.3,6729.5,30,2025-09-09 10:14:00,2025-09-09 10:14:59,2025-09-09 10:14:00
224.3,224.2,224.3,224.2,188393.5,840,2025-09-09 10:15:00,2025-09-09 10:15:59,2025-09-09 10:15:00
224.2,224.15,224.2,224.15,8966.5,40,2025-09-09 10:16:00,2025-09-09 10:16:59,2025-09-09 10:16:00
224.1,224.0,224.15,224.0,956595.0,4270,2025-09-09 10:17:00,2025-09-09 10:17:59,2025-09-09 10:17:00
224.1,224.1,224.1,224.1,20169.0,90,2025-09-09 10:18:00,2025-09-09 10:18:59,2025-09-09 10:18:00
224.05,224.05,224.05,224.05,165797.0,740,2025-09-09 10:19:00,2025-09-09 10:19:59,2025-09-09 10:19:00
224.0,224.0,224.1,224.0,495089.0,2210,2025-09-09 10:20:00,2025-09-09 10:20:59,2025-09-09 10:20:00
224.1,224.0,224.1,224.0,33602.0,150,2025-09-09 10:21:00,2025-09-09 10:21:59,2025-09-09 10:21:00
224.1,224.1,224.1,224.1,8964.0,40,2025-09-09 10:22:00,2025-09-09 10:22:59,2025-09-09 10:22:00
224.1,224.1,224.1,224.1,71712.0,320,2025-09-09 10:23:00,2025-09-09 10:23:59,2025-09-09 10:23:00
224.1,224.1,224.1,224.1,38097.0,170,2025-09-09 10:24:00,2025-09-09 10:24:59,2025-09-09 10:24:00
224.1,224.1,224.2,224.1,29144.0,130,2025-09-09 10:25:00,2025-09-09 10:25:59,2025-09-09 10:25:00
224.15,224.2,224.2,224.15,22417.5,100,2025-09-09 10:26:00,2025-09-09 10:26:59,2025-09-09 10:26:00
224.15,224.15,224.15,224.1,13448.5,60,2025-09-09 10:27:00,2025-09-09 10:27:59,2025-09-09 10:27:00
224.2,224.2,224.2,224.2,15694.0,70,2025-09-09 10:28:00,2025-09-09 10:28:59,2025-09-09 10:28:00
224.2,224.3,224.3,224.2,845380.5,3770,2025-09-09 10:29:00,2025-09-09 10:29:59,2025-09-09 10:29:00
224.25,224.3,224.3,224.25,74003.0,330,2025-09-09 10:30:00,2025-09-09 10:30:59,2025-09-09 10:30:00
224.25,224.25,224.25,224.25,24667.5,110,2025-09-09 10:31:00,2025-09-09 10:31:59,2025-09-09 10:31:00
224.25,224.3,224.3,224.25,24672.5,110,2025-09-09 10:32:00,2025-09-09 10:32:59,2025-09-09 10:32:00
224.3,224.3,224.3,224.3,69533.0,310,2025-09-09 10:33:00,2025-09-09 10:33:59,2025-09-09 10:33:00
224.35,224.3,224.35,224.25,100951.5,450,2025-09-09 10:34:00,2025-09-09 10:34:59,2025-09-09 10:34:00
224.3,224.45,224.45,224.3,103180.5,460,2025-09-09 10:35:00,2025-09-09 10:35:59,2025-09-09 10:35:00
224.45,224.45,224.45,224.45,6733.5,30,2025-09-09 10:36:00,2025-09-09 10:36:59,2025-09-09 10:36:00
